job_title,employee_residence,experience_level,employment_type,salary_in_usd
Data Scientist,US,MI,FT,235400
Data Scientist,US,MI,FT,212109
Data Analyst,US,SE,FT,187415
Data Analyst,US,SE,FT,114080
Data Scientist,GB,SE,FT,75000
Data Scientist,GB,SE,FT,75000
Analytics Engineer,US,SE,FT,216000
Analytics Engineer,US,SE,FT,146000
Research Analyst,US,SE,FT,170000
Research Analyst,US,SE,FT,130000
Data Scientist,GB,SE,FT,112500
Data Scientist,GB,SE,FT,112500
Data Scientist,US,SE,FT,193000
Data Scientist,US,SE,FT,84600
Data Engineer,US,SE,FT,324000
Data Engineer,US,SE,FT,159000
Analytics Engineer,US,SE,FT,150000
Analytics Engineer,US,SE,FT,150000
Analytics Engineer,US,SE,FT,250000
Analytics Engineer,US,SE,FT,166000
Data Analyst,CA,SE,FT,214800
Data Analyst,CA,SE,FT,118800
Data Analyst,US,EN,FT,139000
Data Analyst,US,EN,FT,94500
Business Intelligence,US,SE,FT,190000
Business Intelligence,US,SE,FT,190000
Machine Learning Engineer,US,SE,FT,221000
Machine Learning Engineer,US,SE,FT,180000
Analytics Engineer,US,SE,FT,196900
Analytics Engineer,US,SE,FT,186949
Data Scientist,US,MI,FT,111740
Data Scientist,US,MI,FT,75500
Data Scientist,US,SE,FT,196900
Data Scientist,US,SE,FT,162706
Machine Learning Engineer,US,MI,FT,170000
Machine Learning Engineer,US,MI,FT,130000
Applied Scientist,US,MI,FT,243300
Applied Scientist,US,MI,FT,131500
Data Scientist,US,MI,FT,241500
Data Scientist,US,MI,FT,166500
Data Analyst,US,SE,FT,207300
Data Analyst,US,SE,FT,133300
Data Engineer,CA,EX,FT,100000
Data Engineer,CA,EX,FT,50000
Data Analyst,US,SE,FT,207300
Data Analyst,US,SE,FT,165900
Data Engineer,US,SE,FT,225197
Data Engineer,US,SE,FT,215197
Data Analyst,US,SE,FT,156145
Data Analyst,US,SE,FT,113560
Analytics Engineer,US,MI,FT,174000
Analytics Engineer,US,MI,FT,118000
Business Intelligence,US,SE,FT,147700
Business Intelligence,US,SE,FT,147700
Data Engineer,US,MI,FT,135000
Data Engineer,US,MI,FT,100000
Machine Learning Engineer,US,SE,FT,249000
Machine Learning Engineer,US,SE,FT,120000
Data Scientist,US,MI,FT,205000
Data Scientist,US,MI,FT,205000
Data Scientist,US,MI,FT,180000
Data Scientist,US,MI,FT,144000
Data Scientist,US,SE,FT,205000
Data Scientist,US,SE,FT,174250
Machine Learning Engineer,US,MI,FT,208300
Machine Learning Engineer,US,MI,FT,138900
Machine Learning Engineer,US,MI,FT,299000
Machine Learning Engineer,US,MI,FT,187000
Machine Learning Engineer,US,SE,FT,257000
Machine Learning Engineer,US,SE,FT,129000
Machine Learning Engineer,US,SE,FT,249000
Machine Learning Engineer,US,SE,FT,120000
Data Scientist,US,MI,FT,155000
Data Scientist,US,MI,FT,124000
Research Scientist,US,MI,FT,173000
Research Scientist,US,MI,FT,117000
Data Engineer,US,SE,FT,206000
Data Engineer,US,SE,FT,175100
Analytics Engineer,CA,MI,FT,59615
Data Scientist,US,MI,FT,199500
Data Scientist,US,MI,FT,86700
Research Engineer,US,SE,FT,180000
Research Engineer,US,SE,FT,160000
Research Scientist,US,SE,FT,238600
Research Scientist,US,SE,FT,112000
Data Scientist,US,SE,FT,304000
Data Scientist,US,SE,FT,190000
Data Scientist,US,SE,FT,137000
Data Scientist,US,SE,FT,80500
Research Scientist,US,SE,FT,128000
Research Scientist,US,SE,FT,93000
Data Scientist,US,MI,FT,250800
Data Scientist,US,MI,FT,167200
Data Engineer,US,SE,FT,266482
Data Engineer,US,SE,FT,166551
Data Analyst,CA,SE,FT,181610
Data Analyst,CA,SE,FT,112200
Data Engineer,US,MI,FT,150000
Data Engineer,US,MI,FT,130000
Applied Scientist,US,MI,FT,222200
Applied Scientist,US,MI,FT,136000
Machine Learning Engineer,US,SE,FT,500000
Machine Learning Engineer,US,SE,FT,100000
Data Architect,US,SE,FT,175000
Data Architect,US,SE,FT,117000
Data Engineer,CA,MI,FT,137930
Data Engineer,CA,MI,FT,74270
Data Scientist,US,SE,FT,188500
Data Scientist,US,SE,FT,165100
Data Scientist,US,SE,FT,199500
Data Scientist,US,SE,FT,86700
Data Engineer,US,SE,FT,128000
Data Engineer,US,SE,FT,81500
Data Analyst,US,SE,FT,108334
Data Analyst,US,SE,FT,59923
Business Intelligence Analyst,US,SE,FT,109000
Business Intelligence Analyst,US,SE,FT,62300
Data Architect,US,SE,FT,184000
Data Architect,US,SE,FT,123000
Data Analyst,CA,EN,FT,143000
Data Analyst,CA,EN,FT,82900
Research Engineer,US,SE,FT,440000
Research Engineer,US,SE,FT,360000
Data Engineer,US,MI,FT,218500
Data Engineer,US,MI,FT,210662
Data Analyst,US,SE,FT,56280
Data Analyst,US,SE,FT,41820
Research Scientist,US,MI,FT,145000
Research Scientist,US,MI,FT,103000
Data Engineer,US,SE,FT,196900
Data Engineer,US,SE,FT,174271
Data Engineer,US,SE,FT,153000
Data Engineer,US,SE,FT,102000
Data Engineer,US,EX,FT,320000
Data Engineer,US,EX,FT,215000
Research Analyst,US,MI,FT,160000
Research Analyst,US,MI,FT,100000
Data Engineer,US,SE,FT,154400
Data Engineer,US,SE,FT,123520
Data Engineer,US,SE,FT,341000
Data Engineer,US,SE,FT,228800
Data Scientist,US,SE,FT,125000
Data Scientist,US,SE,FT,108000
Data Scientist,US,MI,FT,218500
Data Scientist,US,MI,FT,190000
Machine Learning Engineer,US,SE,FT,243300
Machine Learning Engineer,US,SE,FT,131500
Data Scientist,US,SE,FT,244000
Data Scientist,US,SE,FT,160000
Data Engineer,US,MI,FT,243300
Data Engineer,US,MI,FT,131500
Data Scientist,US,SE,FT,235400
Data Scientist,US,SE,FT,216705
Research Scientist,US,SE,FT,251000
Research Scientist,US,SE,FT,177000
Research Scientist,US,SE,FT,239000
Research Scientist,US,SE,FT,161000
Data Engineer,US,SE,FT,160000
Data Engineer,US,SE,FT,125000
Data Scientist,US,SE,FT,252000
Data Scientist,US,SE,FT,168000
Data Engineer,US,EX,FT,219650
Data Engineer,US,EX,FT,136000
Machine Learning Engineer,US,SE,FT,300200
Machine Learning Engineer,US,SE,FT,199800
Data Scientist,US,MI,FT,110000
Data Scientist,US,MI,FT,110000
Data Scientist,US,SE,FT,212800
Data Scientist,US,SE,FT,111600
Data Scientist,US,SE,FT,174000
Data Scientist,US,SE,FT,139200
Research Engineer,US,MI,FT,208000
Research Engineer,US,MI,FT,146994
Machine Learning Engineer,US,MI,FT,160000
Machine Learning Engineer,US,MI,FT,140000
Data Scientist,US,SE,FT,364100
Data Scientist,US,SE,FT,210900
Analytics Engineer,GB,MI,FT,50000
Analytics Engineer,GB,MI,FT,43750
Business Intelligence Engineer,US,SE,FT,202800
Business Intelligence Engineer,US,SE,FT,104300
Machine Learning Engineer,US,SE,FT,145400
Machine Learning Engineer,US,SE,FT,145400
Data Manager,US,MI,FT,73300
Data Manager,US,MI,FT,67600
Research Scientist,US,MI,FT,208000
Research Scientist,US,MI,FT,143000
Data Architect,US,SE,FT,144000
Data Architect,US,SE,FT,117000
Research Scientist,US,MI,FT,250800
Research Scientist,US,MI,FT,167200
Machine Learning Scientist,CA,MI,FT,180000
Machine Learning Scientist,CA,MI,FT,117000
Data Engineer,US,MI,FT,115000
Data Engineer,US,MI,FT,100000
Data Scientist,US,SE,FT,190000
Data Scientist,US,SE,FT,160000
Machine Learning Engineer,US,SE,FT,300200
Machine Learning Engineer,US,SE,FT,170700
Data Engineer,US,SE,FT,170000
Data Engineer,US,SE,FT,130000
Data Engineer,US,MI,FT,198600
Data Engineer,US,MI,FT,94300
Analytics Engineer,US,SE,FT,720000
Analytics Engineer,US,SE,FT,170000
Data Scientist,US,SE,FT,210000
Data Scientist,US,SE,FT,160000
Research Scientist,US,MI,FT,208000
Research Scientist,US,MI,FT,143000
Data Scientist,US,SE,FT,180000
Data Scientist,US,SE,FT,144000
Data Scientist,US,MI,FT,123844
Data Scientist,US,MI,FT,86691
Data Scientist,US,SE,FT,235400
Data Scientist,US,SE,FT,212109
Research Engineer,US,SE,FT,251000
Research Engineer,US,SE,FT,177008
Data Engineer,US,SE,FT,196900
Data Engineer,US,SE,FT,196052
Data Scientist,US,SE,FT,235400
Data Scientist,US,SE,FT,209720
Research Engineer,US,MI,FT,243300
Research Engineer,US,MI,FT,131500
Research Scientist,US,SE,FT,225000
Research Scientist,US,SE,FT,166000
Data Engineer,US,SE,FT,235400
Data Engineer,US,SE,FT,205380
Research Scientist,US,SE,FT,300000
Research Scientist,US,SE,FT,180000
Research Scientist,US,SE,FT,200200
Research Scientist,US,SE,FT,187178
Research Engineer,US,MI,FT,173000
Research Engineer,US,MI,FT,117000
Data Scientist,US,SE,FT,235400
Data Scientist,US,SE,FT,212109
Data Analyst,GB,EN,FT,58750
Data Analyst,GB,EN,FT,50000
Data Engineer,US,SE,FT,175000
Data Engineer,US,SE,FT,150000
Applied Scientist,US,SE,FT,304200
Applied Scientist,US,SE,FT,158500
Machine Learning Engineer,US,SE,FT,188500
Machine Learning Engineer,US,SE,FT,165100
AI Engineer,US,MI,FT,180000
AI Engineer,US,MI,FT,100000
Data Engineer,US,SE,FT,128656
Data Engineer,US,SE,FT,103330
Research Engineer,US,MI,FT,143376
Research Engineer,US,MI,FT,77500
Data Scientist,US,MI,FT,175900
Data Scientist,US,MI,FT,99700
Data Architect,US,SE,FT,212000
Data Architect,US,SE,FT,119000
Data Engineer,US,SE,FT,149000
Data Engineer,US,SE,FT,108000
Data Engineer,US,SE,FT,175000
Data Engineer,US,SE,FT,117000
Machine Learning Engineer,US,MI,FT,240240
Machine Learning Engineer,US,MI,FT,232587
Research Scientist,US,MI,FT,173000
Research Scientist,US,MI,FT,117000
Applied Scientist,US,SE,FT,249700
Applied Scientist,US,SE,FT,156300
Data Scientist,US,MI,FT,190000
Data Scientist,US,MI,FT,150000
Data Engineer,CA,SE,FT,171210
Data Engineer,CA,SE,FT,92190
Research Engineer,US,MI,FT,208000
Research Engineer,US,MI,FT,146994
Data Scientist,US,SE,FT,156000
Data Scientist,US,SE,FT,95105
Data Architect,US,SE,FT,160000
Data Architect,US,SE,FT,110000
Research Scientist,US,MI,FT,208000
Research Scientist,US,MI,FT,143000
Data Scientist,US,SE,FT,132600
Data Scientist,US,SE,FT,80845
Data Scientist,US,SE,FT,196900
Data Scientist,US,SE,FT,175654
Machine Learning Engineer,US,MI,FT,256500
Machine Learning Engineer,US,MI,FT,138900
Data Engineer,US,EN,FT,101520
Data Engineer,US,EN,FT,45864
Data Scientist,US,SE,FT,238600
Data Scientist,US,SE,FT,112000
Applied Scientist,US,MI,FT,198600
Applied Scientist,US,MI,FT,94300
Machine Learning Engineer,US,MI,FT,179000
Machine Learning Engineer,US,MI,FT,112000
Data Engineer,US,SE,FT,220000
Data Engineer,US,SE,FT,96600
Data Scientist,US,SE,FT,236900
Data Scientist,US,SE,FT,118450
Data Analyst,US,SE,FT,96600
Data Analyst,US,SE,FT,55200
Data Engineer,US,SE,FT,230000
Data Engineer,US,SE,FT,200000
Data Analyst,US,SE,FT,172000
Data Analyst,US,SE,FT,75600
Business Intelligence Analyst,CA,EN,FT,79424
Business Intelligence Analyst,CA,EN,FT,63539
Data Engineer,US,MI,FT,220000
Data Engineer,US,MI,FT,172000
Machine Learning Engineer,US,SE,FT,237000
Machine Learning Engineer,US,SE,FT,161200
AI Engineer,US,SE,FT,180000
AI Engineer,US,SE,FT,100000
Data Scientist,GB,MI,FT,43750
Data Scientist,GB,MI,FT,43750
Research Scientist,US,MI,FT,173000
Research Scientist,US,MI,FT,117000
Data Analyst,US,SE,FT,170000
Data Analyst,US,SE,FT,147000
Data Engineer,US,MI,FT,121586
Data Engineer,US,MI,FT,76115
Machine Learning Engineer,US,SE,FT,259000
Machine Learning Engineer,US,SE,FT,204000
Data Engineer,US,MI,FT,175000
Data Engineer,US,MI,FT,117000
Data Specialist,US,MI,FT,73000
Data Specialist,US,MI,FT,73000
Machine Learning Engineer,US,SE,FT,283780
Machine Learning Engineer,US,SE,FT,233840
Data Scientist,US,SE,FT,157750
Data Scientist,US,SE,FT,123525
Data Scientist,US,SE,FT,267800
Data Scientist,US,SE,FT,136218
Data Analyst,US,MI,FT,107400
Data Analyst,US,MI,FT,47500
Data Scientist,US,MI,FT,212800
Data Scientist,US,MI,FT,111600
Data Scientist,US,SE,FT,250000
Data Scientist,US,SE,FT,167000
Data Analyst,US,SE,FT,205800
Data Analyst,US,SE,FT,136500
Machine Learning Engineer,US,SE,FT,280000
Machine Learning Engineer,US,SE,FT,230000
Research Scientist,US,MI,FT,260570
Research Scientist,US,MI,FT,167030
Data Engineer,US,MI,FT,185000
Data Engineer,US,MI,FT,81000
Data Engineer,US,SE,FT,198000
Data Engineer,US,SE,FT,135000
Data Scientist,US,SE,FT,238600
Data Scientist,US,SE,FT,112000
Data Scientist,US,SE,FT,223000
Data Scientist,US,SE,FT,150000
Business Intelligence,US,SE,FT,190000
Business Intelligence,US,SE,FT,157000
Data Engineer,US,MI,FT,100000
Data Engineer,US,MI,FT,85000
Data Engineer,US,SE,FT,320850
Data Engineer,US,SE,FT,222700
Data Scientist,US,SE,FT,180000
Data Scientist,US,SE,FT,140000
Analytics Engineer,US,MI,FT,130000
Analytics Engineer,US,MI,FT,100000
Machine Learning Engineer,US,SE,FT,538400
Machine Learning Engineer,US,SE,FT,254600
Data Manager,US,MI,FT,123000
Data Manager,US,MI,FT,95000
Data Scientist,US,MI,FT,235400
Data Scientist,US,MI,FT,209720
Data Scientist,US,SE,FT,190000
Data Scientist,US,SE,FT,170000
Analytics Engineer,US,SE,FT,244400
Analytics Engineer,US,SE,FT,131600
Applied Scientist,US,SE,FT,282200
Applied Scientist,US,SE,FT,133600
Business Intelligence Analyst,US,SE,FT,187450
Business Intelligence Analyst,US,SE,FT,104550
Research Scientist,DE,SE,FT,100000
Research Scientist,DE,SE,FT,77777
Data Engineer,US,SE,FT,200000
Data Engineer,US,SE,FT,147000
Machine Learning Engineer,US,SE,FT,357900
Machine Learning Engineer,US,SE,FT,189400
Data Analyst,US,SE,FT,169000
Data Analyst,US,SE,FT,105000
Applied Scientist,US,SE,FT,270000
Applied Scientist,US,SE,FT,183600
Machine Learning Engineer,US,SE,FT,183600
Machine Learning Engineer,US,SE,FT,183600
Data Engineer,US,SE,FT,238600
Data Engineer,US,SE,FT,112000
Business Intelligence Analyst,US,EN,FT,203280
Business Intelligence Analyst,US,EN,FT,167898
Data Scientist,US,SE,FT,250000
Data Scientist,US,SE,FT,110100
Machine Learning Scientist,US,SE,FT,189975
Machine Learning Scientist,US,SE,FT,142200
Data Engineer,US,MI,FT,100000
Data Engineer,US,MI,FT,77100
Data Scientist,US,MI,FT,95000
Data Scientist,US,MI,FT,95000
Data Analyst,US,EN,FT,59300
Data Analyst,US,EN,FT,41500
Data Scientist,US,SE,FT,242000
Data Scientist,US,SE,FT,173000
Data Scientist,US,EX,FT,408500
Data Scientist,US,EX,FT,233500
Data Manager,US,MI,FT,123500
Data Manager,US,MI,FT,73500
Analytics Engineer,US,SE,FT,132678
Analytics Engineer,US,SE,FT,88452
Research Scientist,US,MI,FT,357100
Research Scientist,US,MI,FT,198400
Machine Learning Engineer,US,SE,FT,180000
Machine Learning Engineer,US,SE,FT,110000
Data Engineer,US,SE,FT,200000
Data Engineer,US,SE,FT,147000
Data Engineer,US,SE,FT,281000
Data Engineer,US,SE,FT,206000
Data Specialist,US,SE,FT,168520
Data Specialist,US,SE,FT,167481
Data Engineer,CA,SE,FT,215000
Data Engineer,CA,SE,FT,173000
Research Scientist,US,MI,FT,200000
Research Scientist,US,MI,FT,136000
Data Engineer,US,SE,FT,130000
Data Engineer,US,SE,FT,100000
Data Scientist,US,MI,FT,243800
Data Scientist,US,MI,FT,195000
Research Engineer,US,MI,FT,256500
Research Engineer,US,MI,FT,138900
Research Scientist,US,SE,FT,215000
Research Scientist,US,SE,FT,172000
Data Engineer,US,SE,FT,350000
Data Engineer,US,SE,FT,150000
Research Scientist,US,MI,FT,208000
Research Scientist,US,MI,FT,146994
Data Engineer,CA,SE,FT,149702
Data Engineer,CA,SE,FT,106930
Data Analyst,US,MI,FT,80000
Data Analyst,US,MI,FT,70000
Machine Learning Engineer,US,SE,FT,220800
Machine Learning Engineer,US,SE,FT,124800
Machine Learning Engineer,US,SE,FT,245400
Machine Learning Engineer,US,SE,FT,139000
Applied Scientist,US,SE,FT,238600
Applied Scientist,US,SE,FT,112000
Machine Learning Engineer,US,SE,FT,300200
Machine Learning Engineer,US,SE,FT,170700
Data Scientist,US,SE,FT,220800
Data Scientist,US,SE,FT,124800
Business Intelligence Analyst,US,EN,FT,80000
Business Intelligence Analyst,US,EN,FT,75000
Data Analyst,US,MI,FT,95000
Data Analyst,US,MI,FT,57920
Data Engineer,US,SE,FT,165000
Data Engineer,US,SE,FT,135000
Business Intelligence,US,SE,FT,173100
Business Intelligence,US,SE,FT,108200
Data Engineer,US,MI,FT,115000
Data Engineer,US,MI,FT,105000
Data Scientist,US,SE,FT,220000
Data Scientist,US,SE,FT,160000
Data Analyst,CA,SE,FT,100000
Data Analyst,CA,SE,FT,80000
Data Architect,US,SE,FT,316900
Data Architect,US,SE,FT,210900
Machine Learning Engineer,ES,SE,FT,119444
Machine Learning Engineer,ES,SE,FT,79666
Data Engineer,US,SE,FT,145000
Data Engineer,US,SE,FT,102000
Machine Learning Engineer,US,SE,FT,300200
Machine Learning Engineer,US,SE,FT,199800
AI Engineer,US,SE,FT,190000
AI Engineer,US,SE,FT,152000
Research Scientist,US,SE,FT,282450
Research Scientist,US,SE,FT,188400
Machine Learning Engineer,US,SE,FT,225000
Machine Learning Engineer,US,SE,FT,140000
Research Scientist,US,MI,FT,96200
Research Scientist,US,MI,FT,69800
Business Intelligence,US,MI,FT,174500
Business Intelligence,US,MI,FT,126800
Data Scientist,US,EN,FT,110240
Data Scientist,US,EN,FT,39500
Data Specialist,US,SE,FT,169700
Data Specialist,US,SE,FT,84600
Data Architect,US,SE,FT,210000
Data Architect,US,SE,FT,181000
Data Scientist,US,SE,FT,234000
Data Scientist,US,SE,FT,146000
Data Analyst,US,MI,FT,127000
Data Analyst,US,MI,FT,122283
Data Analyst,US,EN,FT,100000
Data Analyst,US,EN,FT,90000
Data Engineer,US,MI,FT,179000
Data Engineer,US,MI,FT,112000
Business Intelligence Engineer,US,MI,FT,89500
Business Intelligence Engineer,US,MI,FT,65000
Data Analyst,US,SE,FT,115000
Data Analyst,US,SE,FT,99000
Data Scientist,US,SE,FT,122900
Data Scientist,US,SE,FT,122900
Data Engineer,US,SE,FT,100000
Data Engineer,US,SE,FT,100000
Data Engineer,US,SE,FT,235400
Data Engineer,US,SE,FT,209720
Data Analyst,US,SE,FT,232000
Data Analyst,US,SE,FT,136000
Machine Learning Engineer,US,MI,FT,256500
Machine Learning Engineer,US,MI,FT,170700
Data Engineer,US,SE,FT,125000
Data Engineer,US,SE,FT,50000
Data Scientist,CA,SE,FT,90000
Data Scientist,CA,SE,FT,75000
Research Scientist,US,SE,FT,251000
Research Scientist,US,SE,FT,177000
Analytics Engineer,US,SE,FT,254524
Analytics Engineer,US,SE,FT,188126
Data Analyst,US,EN,FT,75000
Data Analyst,US,EN,FT,55000
Data Scientist,US,SE,FT,145400
Data Scientist,US,SE,FT,145400
Research Engineer,US,SE,FT,208000
Research Engineer,US,SE,FT,146994
Machine Learning Engineer,US,SE,FT,243300
Machine Learning Engineer,US,SE,FT,131500
Data Scientist,US,SE,FT,210600
Data Scientist,US,SE,FT,110600
Data Scientist,US,SE,FT,185900
Data Scientist,US,SE,FT,109400
Machine Learning Engineer,US,SE,FT,220000
Machine Learning Engineer,US,SE,FT,96600
Research Scientist,US,SE,FT,145000
Research Scientist,US,SE,FT,103000
Data Analyst,US,SE,FT,181610
Data Analyst,US,SE,FT,112200
Data Scientist,US,SE,FT,247600
Data Scientist,US,SE,FT,127300
Data Engineer,US,SE,FT,140000
Data Engineer,US,SE,FT,100000
Applied Scientist,US,SE,FT,260000
Applied Scientist,US,SE,FT,136000
Data Engineer,US,SE,FT,127100
Data Engineer,US,SE,FT,101681
Data Analyst,US,EN,FT,245520
Data Analyst,US,EN,FT,226465
Research Scientist,DE,SE,FT,350000
Research Scientist,DE,SE,FT,287000
Research Scientist,US,SE,FT,290180
Research Scientist,US,SE,FT,245588
Data Analyst,US,MI,FT,85000
Data Analyst,US,MI,FT,65000
Data Engineer,US,SE,FT,140000
Data Engineer,US,SE,FT,120000
Data Architect,GB,SE,FT,87500
Data Architect,GB,SE,FT,85000
Data Scientist,US,MI,FT,256500
Data Scientist,US,MI,FT,138900
Data Scientist,US,MI,FT,145000
Data Scientist,US,MI,FT,130000
Research Scientist,US,MI,FT,251000
Research Scientist,US,MI,FT,177000
Data Analyst,US,EN,FT,223500
Data Analyst,US,EN,FT,134000
AI Engineer,US,SE,FT,300200
AI Engineer,US,SE,FT,199800
Data Scientist,US,SE,FT,196900
Data Scientist,US,SE,FT,183552
Data Engineer,US,MI,FT,137500
Data Engineer,US,MI,FT,81500
Research Scientist,US,SE,FT,190000
Research Scientist,US,SE,FT,170000
Research Engineer,US,MI,FT,173000
Research Engineer,US,MI,FT,117000
Applied Scientist,US,SE,FT,260000
Applied Scientist,US,SE,FT,136000
Data Scientist,US,MI,FT,230600
Data Scientist,US,MI,FT,124600
Data Engineer,US,MI,FT,250000
Data Engineer,US,MI,FT,140000
Data Engineer,US,EN,FT,185000
Data Engineer,US,EN,FT,81000
Data Scientist,US,SE,FT,213000
Data Scientist,US,SE,FT,120700
Data Engineer,US,SE,FT,196900
Data Engineer,US,SE,FT,171116
Data Analyst,US,SE,FT,207300
Data Analyst,US,SE,FT,165900
Data Analyst,US,EN,FT,150000
Data Analyst,US,EN,FT,90000
Machine Learning Engineer,US,SE,FT,284900
Machine Learning Engineer,US,SE,FT,161700
Data Engineer,US,SE,FT,279400
Data Engineer,US,SE,FT,248920
Data Scientist,US,MI,FT,196900
Data Scientist,US,MI,FT,176865
Research Scientist,US,SE,FT,251000
Research Scientist,US,SE,FT,177000
Business Intelligence,US,SE,FT,235000
Business Intelligence,US,SE,FT,195000
Data Engineer,US,SE,FT,281000
Data Engineer,US,SE,FT,206000
Research Scientist,US,MI,FT,208000
Research Scientist,US,MI,FT,143000
Research Engineer,US,MI,FT,208000
Research Engineer,US,MI,FT,143000
Research Scientist,US,MI,FT,251000
Research Scientist,US,MI,FT,177000
Data Engineer,US,MI,FT,75000
Data Engineer,US,MI,FT,60000
Data Scientist,US,SE,FT,159675
Data Scientist,US,SE,FT,76900
Data Analyst,US,MI,FT,68000
Data Analyst,US,MI,FT,62400
Research Scientist,US,MI,FT,173000
Research Scientist,US,MI,FT,117000
Data Scientist,US,MI,FT,204000
Data Scientist,US,MI,FT,134000
Data Scientist,US,SE,FT,282200
Data Scientist,US,SE,FT,133600
Data Analyst,US,SE,FT,166400
Data Analyst,US,SE,FT,120157
Data Scientist,US,SE,FT,174500
Data Scientist,US,SE,FT,126800
Research Scientist,US,MI,FT,173000
Research Scientist,US,MI,FT,117000
Data Scientist,US,MI,FT,210000
Data Scientist,US,MI,FT,180000
Data Analyst,US,SE,FT,159000
Data Analyst,US,SE,FT,92000
Research Scientist,US,MI,FT,173000
Research Scientist,US,MI,FT,117000
Research Scientist,US,SE,FT,208000
Research Scientist,US,SE,FT,143000
Research Scientist,US,MI,FT,208000
Research Scientist,US,MI,FT,146994
Research Scientist,US,SE,FT,293000
Research Scientist,US,SE,FT,213000
Research Scientist,US,MI,FT,173000
Research Scientist,US,MI,FT,117000
Research Scientist,US,MI,FT,173000
Research Scientist,US,MI,FT,117000
Data Engineer,CA,SE,FT,103846
Data Engineer,CA,SE,FT,76923
Data Scientist,US,MI,FT,200000
Data Scientist,US,MI,FT,151000
Data Scientist,US,MI,FT,229900
Data Scientist,US,MI,FT,201400
Data Scientist,US,MI,FT,128000
Data Scientist,US,MI,FT,81500
Data Scientist,US,SE,FT,150000
Data Scientist,US,SE,FT,130000
Research Engineer,US,MI,FT,173000
Research Engineer,US,MI,FT,117000
Data Scientist,US,SE,FT,243000
Data Scientist,US,SE,FT,243000
Applied Scientist,US,SE,FT,190000
Applied Scientist,US,SE,FT,130000
Research Engineer,US,MI,FT,173000
Research Engineer,US,MI,FT,117000
Machine Learning Engineer,US,SE,FT,255000
Machine Learning Engineer,US,SE,FT,199000
Data Engineer,US,MI,FT,208300
Data Engineer,US,MI,FT,116106
Data Manager,US,MI,FT,128000
Data Manager,US,MI,FT,81500
Data Engineer,US,SE,FT,185400
Data Engineer,US,SE,FT,92700
Data Scientist,US,SE,FT,185400
Data Scientist,US,SE,FT,92700
Machine Learning Engineer,US,SE,FT,256500
Machine Learning Engineer,US,SE,FT,138900
Machine Learning Engineer,US,SE,FT,208300
Machine Learning Engineer,US,SE,FT,138900
Data Scientist,US,MI,FT,253430
Data Scientist,US,MI,FT,212780
Research Scientist,US,SE,FT,250800
Research Scientist,US,SE,FT,167200
Data Engineer,US,MI,FT,144200
Data Engineer,US,MI,FT,72100
Research Scientist,US,SE,FT,243300
Research Scientist,US,SE,FT,131500
Data Analyst,US,MI,FT,143800
Data Analyst,US,MI,FT,106300
Data Analyst,US,EN,FT,170000
Data Analyst,US,EN,FT,150000
Data Scientist,US,SE,FT,226500
Data Scientist,US,SE,FT,110900
Research Engineer,US,MI,FT,251000
Research Engineer,US,MI,FT,177008
Machine Learning Engineer,US,SE,FT,168890
Machine Learning Engineer,US,SE,FT,135000
Data Engineer,US,MI,FT,130000
Data Engineer,US,MI,FT,90000
Machine Learning Engineer,US,SE,FT,297000
Machine Learning Engineer,US,SE,FT,168300
Data Scientist,US,SE,FT,140000
Data Scientist,US,SE,FT,125000
Research Scientist,US,SE,FT,225000
Research Scientist,US,SE,FT,166000
Data Scientist,US,MI,FT,152000
Data Scientist,US,MI,FT,152000
Data Analyst,US,SE,FT,140000
Data Analyst,US,SE,FT,120000
Data Scientist,US,MI,FT,175000
Data Scientist,US,MI,FT,135000
Research Scientist,US,SE,FT,250800
Research Scientist,US,SE,FT,167200
Machine Learning Engineer,US,SE,FT,214000
Machine Learning Engineer,US,SE,FT,181900
Data Scientist,US,MI,FT,105000
Data Scientist,US,MI,FT,70000
Data Analyst,US,SE,FT,245400
Data Analyst,US,SE,FT,135800
Data Scientist,US,SE,FT,249000
Data Scientist,US,SE,FT,216000
Data Analyst,US,SE,FT,156145
Data Analyst,US,SE,FT,113560
Data Architect,US,SE,FT,145000
Data Architect,US,SE,FT,115000
AI Engineer,US,SE,FT,170000
AI Engineer,US,SE,FT,136000
Data Analyst,US,EN,FT,150000
Data Analyst,US,EN,FT,150000
Data Analyst,US,SE,FT,141000
Data Analyst,US,SE,FT,100000
Data Engineer,ES,MI,FT,102111
Data Engineer,ES,MI,FT,68111
Data Scientist,US,SE,FT,145400
Data Scientist,US,SE,FT,145400
Data Engineer,US,MI,FT,145000
Data Engineer,US,MI,FT,145000
Data Scientist,US,SE,FT,311900
Data Scientist,US,SE,FT,207900
Data Engineer,US,MI,FT,200000
Data Engineer,US,MI,FT,100000
Data Scientist,US,MI,FT,165000
Data Scientist,US,MI,FT,115000
Research Scientist,US,MI,FT,173000
Research Scientist,US,MI,FT,117000
Data Scientist,US,MI,FT,242000
Data Scientist,US,MI,FT,173000
Research Scientist,US,EN,FT,173000
Research Scientist,US,EN,FT,117000
Research Scientist,US,MI,FT,208000
Research Scientist,US,MI,FT,143000
Research Scientist,US,MI,FT,173000
Research Scientist,US,MI,FT,117000
Research Scientist,US,MI,FT,208000
Research Scientist,US,MI,FT,143000
Data Scientist,US,SE,FT,281000
Data Scientist,US,SE,FT,206000
